model_id,brand_id,brand_name_en,model_name_en,model_name_ar,model_name_ku,sort,from_year_id,to_year_id,segment_id,sub_segment_id,deleted
253,27,Toyota,Hilux,هايلوكس,هایلۆکس,300,18,,,,False
245,27,Toyota,Corolla,كورولا,کۆرۆلا,298,16,,,,False
249,27,Toyota,Land Cruiser,لاندكروزر,لاند کروزەر,296,1,,,,False
254,27,Toyota,Camry,كامري,کامری,294,32,,,,False
933,27,Toyota,Crown,كراون,کراون,292,5,,,,False
257,27,Toyota,RAV4,راف 4,ڕاڤ 4,290,44,,,,False
288,27,Toyota,Land Cruiser Prado,لاندكروزر برادو,لاندكروزر پرادۆ,288,34,,,,False
1011,27,Toyota,Corolla Cross,كورولا كروس,کۆرۆلا کرۆس,286,70,,,,False
1184,27,Toyota,Urban Cruiser,أوربان كروزر,ئۆربان کرۆزەر,284,58,,,,False
322,27,Toyota,Yaris,يارس,یارس,282,49,,,,False
1468,27,Toyota,Corolla Hatchback,كورولا هاتشباك,کرۆلا هاچباک,281,69,,,,False
1267,27,Toyota,Frontlander,فرونتلاندر,فرۆنتلاندەر,280,71,,,,False
241,27,Toyota,Hiace,هايس,هیاس,278,17,,,,False
934,27,Toyota,Highlander,هايلاندر,هایلاندەر,270,51,,,,False
289,27,Toyota,Avalon,أفالون,ئەڤەلۆن,267,44,,,,False
242,27,Toyota,Prius,بريوس,پریوس,265,47,,,,False
286,27,Toyota,Fortuner,فورجنر,فۆرچێنەر,245,54,,,,False
246,27,Toyota,Rush,رش,ڕەش,240,56,,,,False
250,27,Toyota,Sequoia,سيكويا,سیکۆیا,235,51,,,,False
1338,27,Toyota,Grand Highlander,جراند هايلاندر,گراند هایلاندەر,230,74,,,,False
1134,27,Toyota,Land Cruiser 76,لاند كروزر 76,لاند کرۆزەر 76,225,57,,,,False
1396,27,Toyota,Yaris iA,يارس آي أ,یاریس ئای ئەی,220,67,68,,,False
1230,27,Toyota,Mark II,II مارك,II مارک,210,18,54,,,False
1350,27,Toyota,Chaser,شايسر,چەیسەر,205,27,51,,,False
938,27,Toyota,Tacoma,تاكوما,تاکۆما,195,45,,,,False
937,27,Toyota,Sienna,سيينا,سیانا,190,48,,,,False
940,27,Toyota,Venza,فنزا,ڤێنزا,180,59,76,,,False
931,27,Toyota,CH-R,سي اتش ار,CH-R,170,66,,,,False
256,27,Toyota,FJ Cruiser,إف جي كروزر,FJ کرۆزەر,100,28,74,,,False
939,27,Toyota,Tundra,توندرا,توندرا,84,50,,,,False
287,27,Toyota,Land Cruiser 70,لاند كروزر 70,لاند کرۆزەر 70,82,34,,,,False
248,27,Toyota,Land Cruiser 70 Pickup,لاند كروزر 70 بيك اب,لاند کرۆزەر ٧٠ پیکاپ,80,34,,,,False
251,27,Toyota,Avanza,افانزا,ئەڤانزا,78,65,,,,False
928,27,Toyota,4Runner,4رنر,4رەنەر,55,34,,,,False
1255,27,Toyota,Alphard,ألفارد,ئەلفەرد,0,52,,,,False
1294,27,Toyota,Aristo,أريستو,ئەرستۆ,0,41,55,,,False
255,27,Toyota,Aurion,أوريون,ئۆریۆن,0,56,67,,,False
929,27,Toyota,Auris,اورس,ئەوریس,0,56,70,,,False
930,27,Toyota,Avensis,افنسز,ئەڤێنسز,0,47,68,,,False
1381,27,Toyota,bZ3,bZ3,bZ3,0,74,,,,False
1188,27,Toyota,bZ4X,bZ4X,bZ4X,0,72,,,,False
1697,27,Toyota,bZ5,bZ5,bZ5,0,76,,,,False
1616,27,Toyota,Caldina,کالدینا,کالدینا,0,42,57,,,False
1586,27,Toyota,Camry Solara,كامري سولارا,کامری سۆلارا,0,48,58,,,False
1383,27,Toyota,Carina,كارينا,کارینا,0,20,51,,,False
1474,27,Toyota,Celica,سيليكا,سیلیکا,0,21,56,,,False
1418,27,Toyota,Celsior,سيلسيور,سێلسیۆر,0,39,56,,,False
989,27,Toyota,Coaster,كوستر,کۆستەر,0,19,,,,False
1739,27,Toyota,Corolla Fielder,كورولا فيلدر,کۆرۆلا فیڵدەر,0,50,,,,False
1530,27,Toyota,Corolla iM,كورولا iM,کرۆلا iM,0,67,68,,,False
932,27,Toyota,Corona,كورونا,کرۆنا,0,7,51,,,False
1270,27,Toyota,Cresta,كريستا,کرێستا,0,30,51,,,False
1514,27,Toyota,Crown Comfort,كراون كومفورت,کراون کۆمفۆرت,0,5,68,,,False
1170,27,Toyota,Crown Kluger,كراون كلوجر,کراون کلوگەر,0,71,,,,False
1574,27,Toyota,Crown Signia,كراون سيجنيا,كراون سێگنیا,0,76,,,,False
1745,27,Toyota,Dyna,داینا,داینا,0,9,,,,False
1260,27,Toyota,Echo,إيكو,ئیکۆ,0,49,56,,,False
1724,27,Toyota,GR Corolla,GR كورولا,GR کۆرۆلا,0,74,,,,False
1236,27,Toyota,GR86,GR86,GR86,0,71,,,,False
240,27,Toyota,Granvia,جرانفيا,گرانڤیا,0,45,,,,False
321,27,Toyota,GT 86,GT 86,GT 86,0,62,,,,False
252,27,Toyota,Innova,انوفا,ئینۆڤا,0,54,,,,False
1206,27,Toyota,Ipsum,إبسم,ئیپسەم,0,45,60,,,False
935,27,Toyota,Matrix,ماتريكس,ماتریکس,0,52,64,,,False
1444,27,Toyota,Noah,نوح,نوح,0,51,,,,False
936,27,Toyota,Paseo,باسيو,پاسیۆ,0,41,49,,,False
247,27,Toyota,Previa,بريفيا,پریڤیا,0,40,69,,,False
1425,27,Toyota,Prius C,بريوس سي,پرایس سی,0,61,71,,,False
1462,27,Toyota,Prius Prime,بريوس برايم,پرایس پرایم,0,62,,,,False
1780,27,Toyota,Proace City,برو ايس ستي,پڕۆ ئەیس سیتی,0,70,,,,False
1124,27,Toyota,Raize,رايز,ڕەیز,0,69,,,,False
1211,27,Toyota,Scion tC,سايون تي سي,ساێۆن تی سی,0,54,66,,,False
1252,27,Toyota,Scion xB,سايون xB,سایۆن xB,0,53,65,,,False
320,27,Toyota,Supra,سوبرا,سوپرا,0,28,,,,False
1620,27,Toyota,T100,T100,T100,0,42,48,,,False
1221,27,Toyota,Tercel,ترسل,تێرسێل,0,28,49,,,False
1423,27,Toyota,TownAce,تاون ايس,تاونئەیس,0,20,58,,,False
1580,27,Toyota,ToyoAce,تويوإيس,تۆیۆئیس,0,4,76,,,False
1427,27,Toyota,Veloz,فيلوز,ڤێلۆز,0,71,,,,False
1408,27,Toyota,Voxy,فوكسي,ڤۆکسی,0,51,81,,,False
991,27,Toyota,Wigo,ويجو,ویگۆ,0,64,,,,False
1399,27,Toyota,Wish,ويش,ویش,0,53,67,,,False
323,27,Toyota,xA,xA,xA,0,53,56,,,False
1360,27,Toyota,Yaris Cross,ياريس كروس,یاریس کرۆس,0,70,,,,False
243,27,Toyota,Zelas,زلاس,زێلاس,0,60,66,,,False
39,8,Mercedes-Benz,E-Class,E-Class,E-Class,100,1,,,,False
9,8,Mercedes-Benz,C-Class,C-Class,C-Class,98,1,,,,False
115,8,Mercedes-Benz,S-Class,S-Class,S-Class,96,1,,,,False
43,8,Mercedes-Benz,G-Class,G-Class,G-Class,94,30,,,,False
199,8,Mercedes-Benz,CLS,CLS,CLS,92,56,,,,False
56,8,Mercedes-Benz,CLA,CLA,CLA,90,63,,,,False
46,8,Mercedes-Benz,GLE,GLE,GLE,88,65,,,,False
32,8,Mercedes-Benz,GLS,GLS,GLS,86,66,,,,False
15,8,Mercedes-Benz,GLC,GLC,GLC,84,66,,,,False
29,8,Mercedes-Benz,AMG GT,AMG GT,AMG GT,82,65,,,,False
24,8,Mercedes-Benz,A-Class,A-Class,A-Class,0,63,,,,False
36,8,Mercedes-Benz,AMG GT 4-door Coupe,اي ام جي جي تي 4 دور كوبيه,AMG GT 4-door Coupe,0,69,,,,False
191,8,Mercedes-Benz,B-Class,B-Class,B-Class,0,56,,,,False
196,8,Mercedes-Benz,CL-Class,CL-Class,CL-Class,0,51,,,,False
7,8,Mercedes-Benz,CLC-Class,سي ال سي كلاس,CLC-Class,0,59,,,,False
1460,8,Mercedes-Benz,CLE Coupe,CLE  كوبيه,CLE  کوپ,0,76,,,,False
4,8,Mercedes-Benz,CLK-Class,CLK-Class,CLK-Class,0,57,,,,False
1497,8,Mercedes-Benz,EQA,EQA,EQA,0,72,,,,False
1483,8,Mercedes-Benz,EQB,EQB,EQB,0,72,,,,False
1453,8,Mercedes-Benz,EQE Sedan,EQE سيدان,EQE سیدان,0,74,,,,False
1457,8,Mercedes-Benz,EQE SUV,EQE SUV,EQE SUV,0,74,,,,False
1400,8,Mercedes-Benz,EQS,EQS,EQS,0,71,,,,False
1289,8,Mercedes-Benz,EQV,EQV,EQV,0,70,,,,False
33,8,Mercedes-Benz,GL-Class,جي أل-كلاس,GL-Class,0,57,,,,False
5,8,Mercedes-Benz,GLA,GLA,GLA,0,65,,,,False
10,8,Mercedes-Benz,GLB,GLB,GLB,0,70,,,,False
16,8,Mercedes-Benz,GLC-Class Coupe,GLC-Class كوبيه,GLC-Class کوپ,0,67,,,,False
1701,8,Mercedes-Benz,GLE Coupe,GLE  كوبيه,GLE  کوپ,0,65,,,,False
17,8,Mercedes-Benz,GLK-Class,GLK-Class,GLK-Class,0,59,,,,False
48,8,Mercedes-Benz,ML-Class,ام ال- كلاس,ML-Class,0,47,65,,,False
1244,8,Mercedes-Benz,Ponton,بونتون,پۆنتۆن,0,,20,,,False
197,8,Mercedes-Benz,R-Class,R-Class,R-Class,0,56,,,,False
114,8,Mercedes-Benz,S-Class Maybach,S-Class مايباخ,S-Class مایباخ,0,52,,,,False
1279,8,Mercedes-Benz,SEC,SEC,SEC,0,36,41,,,False
53,8,Mercedes-Benz,SL-Class,اس ال كلاس,SL-Class,0,4,,,,False
20,8,Mercedes-Benz,SLC-Class,إس إل سي كلاس,SLC-Class,0,21,,,,False
22,8,Mercedes-Benz,SLK-Class,اس ال كيه كلاس,SLK-Class,0,55,,,,False
27,8,Mercedes-Benz,SLR McLaren,إس إل آر ماكلارين,SLR ماکلارن,0,54,,,,False
28,8,Mercedes-Benz,SLS AMG,SLS AMG,SLS AMG,0,60,,,,False
190,8,Mercedes-Benz,Sprinter,سبرنتر,سپرینتەر,0,43,,,,False
1069,8,Mercedes-Benz,SSK,SSK,SSK,0,75,75,,,False
1560,8,Mercedes-Benz,T-Class,T-Class,T-Class,0,72,,,,False
18,8,Mercedes-Benz,V-Class,V-Class,V-Class,0,46,,,,False
1266,8,Mercedes-Benz,V-Class Maybach,في كلاس مايباخ,V-Class مایباخ,0,,,,,False
19,8,Mercedes-Benz,Viano,فيانو,ڤیانۆ,0,54,,,,False
13,8,Mercedes-Benz,Vito,فيتو,ڤیتۆ,0,53,,,,False
957,8,Mercedes-Benz,X-Class,X-Class,X-Class,0,66,,,,False
463,47,Kia,Sorento,سورينتو,سۆرینتۆ,300,52,,,,False
768,47,Kia,Sportage,سبورتاج,سپۆرتاج,295,43,,,,False
1511,47,Kia,K4,K4,K4,291,80,,,,False
1385,47,Kia,Tasman,تسمان,تاسمان,287,80,,,,False
1227,47,Kia,K3,K3,K3,285,58,,,,False
767,47,Kia,Cerato,سيراتو,سیراتۆ,282,53,,,,False
949,47,Kia,Forte,فورتي,فۆرتێ,280,58,,,,False
1172,47,Kia,Forte5,5فورتي,5فۆرتێ,275,60,,,,False
1057,47,Kia,Sonet,سونيت,سۆنێت,265,70,,,,False
1016,47,Kia,K5,K5,K5,260,60,,,,False
1112,47,Kia,K7,K7,K7,258,59,,,,False
775,47,Kia,Optima,اوبتيما,ئۆپتیما,255,50,,,,False
1139,47,Kia,K8,K8,K8,252,71,,,,False
1144,47,Kia,Niro,نيرو,نیرۆ,250,66,,,,False
771,47,Kia,K900,K900,K900,247,62,,,,False
147,47,Kia,Rio,ريو,ریۆ,245,49,,,,False
765,47,Kia,Soul,سول,سۆڵ,240,59,,,,False
461,47,Kia,Picanto,بيكانتو,پیکانتۆ,235,54,,,,False
774,47,Kia,Carens,كارينز,کارینس,230,57,,,,False
770,47,Kia,Cadenza,كادينزا,کادێنزا,225,59,,,,False
1449,47,Kia,EV5,EV5,EV5,220,74,,,,False
1208,47,Kia,EV6,EV6,EV6,215,71,,,,False
1320,47,Kia,EV9,EV9,EV9,210,74,,,,False
148,47,Kia,Seltos,سلتوس,سێلتۆس,200,70,,,,False
777,47,Kia,Mohave,موهافي,مۆهاڤی,195,59,,,,False
462,47,Kia,Telluride,تيلوريد,تێلوراید,185,70,,,,False
773,47,Kia,Quoris,كوريس,کۆریس,120,63,,,,False
769,47,Kia,Carnival,كرنفال,کەرنیڤاڵ,89,48,,,,False
776,47,Kia,Stinger,ستينغر,ستینگەر,80,68,,,,False
1204,47,Kia,Besta,بيستا,بێستا,0,44,,,,False
1038,47,Kia,Bongo,بونكو,بۆنگۆ,0,40,,,,False
977,47,Kia,Ceed,سيد,سیید,0,56,,,,False
1690,47,Kia,Concord,كونكورد,کۆنکۆرد,0,37,46,,,False
1424,47,Kia,Credos,كريدوس,کرێدۆس,0,45,51,,,False
1546,47,Kia,Forte Koup,فورتي كوب,فۆرتی کوپ,0,60,66,,,False
1484,47,Kia,KX1,KX1,KX1,0,67,,,,False
950,47,Kia,Lotze,لوتزي,لۆتزێ,0,50,,,,False
772,47,Kia,Opirus,أوبيروس,ئۆپیرۆس,0,53,62,,,False
146,47,Kia,Pegas,بيجاس,پێگاس,0,70,,,,False
1341,47,Kia,Potentia,بوتينشيا,پۆتێنشیا,0,42,52,,,False
1307,47,Kia,Pregio,بريجيو,پرێگیۆ,0,45,56,,,False
1333,47,Kia,Pride,برايد,پراید,0,36,60,,,False
1241,47,Kia,Ray,راي,ڕەی,0,61,,,,False
1003,47,Kia,Sedona,سيدونا,سێدۆنا,0,48,,,,False
1186,47,Kia,Sephia,سيفيا,سێفیا,0,44,,,,False
1265,47,Kia,Spectra,سبكترا,سپێکترا,0,50,59,,,False
1348,47,Kia,Stonic,ستونيك,ستۆنیک,0,67,,,,False
1493,56,BYD,Qin Plus,Qin Plus,Qin Plus,325,71,,,,False
1599,56,BYD,SEAL EV,سيل EV,سيل EV,300,72,,,,False
1781,56,BYD,Ti 7,Ti 7,Ti 7,297,80,,,,False
1598,56,BYD,ATTO 3,اتو 3,ئاتۆ 3,295,76,,,,False
1597,56,BYD,SEAL 7,سيل 7,سيل 7,292,74,,,,False
1596,56,BYD,SEALION 7,سيليون 7,سیڵایۆن 7,290,74,,,,False
1595,56,BYD,HAN,هان,هان,285,70,,,,False
1559,56,BYD,SONG PLUS,سونغ بلس,سۆنگ پڵەس,280,71,,,,False
1662,56,BYD,Shark 6,شارك 6,شارك 6,270,76,,,,False
1578,56,BYD,SONG PRO DM-i,‎سونغ برو DM-i,‎سۆنگ پرۆ DM-i,260,76,,,,False
1548,56,BYD,Seal 05 DM-i,سيل 05 DM-i,سيل 05 DM-i,255,80,,,,False
1547,56,BYD,Destroyer 05,ديستروير 05,دیسترۆیەر 05,250,72,,,,False
1694,56,BYD,ATTO 8,اتو 8,ئاتۆ 8,0,80,,,,False
1590,56,BYD,e2,e2,e2,0,69,,,,False
996,56,BYD,F0,F0,F0,0,58,,,,False
1355,56,BYD,F1,F1,F1,0,58,66,,,False
502,56,BYD,F3,F3,F3,0,56,,,,False
503,56,BYD,F6,F6,F6,0,58,,,,False
1000,56,BYD,G3,G3,G3,0,60,,,,False
1693,56,BYD,Leopard 3,ليوبارد 3,لیۆپارد 3,0,80,,,,False
1631,56,BYD,Leopard 5,ليوبارد 5,ليۆپارد 5,0,74,,,,False
1681,56,BYD,Leopard 7,ليوبارد 7,ليۆپارد 7,0,80,,,,False
1683,56,BYD,Leopard 8,ليوبارد 8,لیۆپارد 8,0,80,,,,False
1762,56,BYD,M9,M9,M9,0,80,,,,False
1573,56,BYD,QIN L DM-i,كوين L DM-i,کوێن L DM-i,0,76,,,,False
1476,56,BYD,S6,إس 6,ئێس 6,0,61,66,,,False
1356,56,BYD,Seagull,سيجول,سیگوڵ,0,72,,,,False
1633,56,BYD,Seal 6,سيل 6,سيل 6,0,76,,,,False
1634,56,BYD,Sealion 05 DM-i,سيليون 05 DM-i,سیلیۆن 05 DM-i,0,76,,,,False
1644,56,BYD,Sealion 06 DM-i,سيليون 06 DM-i,سیلیۆن 06 DM-i,0,80,,,,False
1733,56,BYD,Sealion 5,سيليون 5,سيليۆن 5,0,76,,,,False
1650,56,BYD,Song L DM-i,سونغ L DM-i,سۆنگ L DM-i,0,76,,,,False
1744,56,BYD,Tang,تانک,تانگ,0,65,,,,False
1664,56,BYD,Tang L,تانک L,تانگ L,0,65,,,,False
887,81,HAVAL,H6,H6,H6,300,66,,,,False
1131,81,HAVAL,H6 GT,جي تي H6,جى تى H6,298,71,,,,False
980,81,HAVAL,H7,H7,H7,296,65,,,,False
1783,81,HAVAL,V7,V7,V7,295,81,,,,False
888,81,HAVAL,H9,H9,H9,294,66,,,,False
1009,81,HAVAL,JOLION,جوليون,جۆلیۆن,292,68,,,,False
1470,81,HAVAL,JOLION Pro,جوليون برو,جولیۆن پرۆ,290,72,,,,False
1031,81,HAVAL,Dargo,دارجو,دارگۆ,0,72,,,,False
890,81,HAVAL,H2 Crossover,H2 Crossover,H2 Crossover,0,66,,,,False
889,81,HAVAL,H8,H8,H8,0,66,,,,False
1734,85,GAC,GS4 Max,GS4 ماكس,GS4 ماكس,100,76,,,,False
1164,85,GAC,EMKOO,إمكو,ئیمکۆ,99,72,,,,False
921,85,GAC,GS8,GS8,GS8,90,67,,,,False
1622,85,GAC,GS8 TRAVELLER,GS8 ترافلر,GS8 تراڤلەر,87,80,81,,,False
1624,85,GAC,Aion ES,ايون ES,ئایۆن ES,86,76,81,,,False
1109,85,GAC,Empow,إمباو,ئێمپۆو,85,71,,,,False
1591,85,GAC,Empow R,إمباو R,ئێمپۆو R,84,74,,,,False
917,85,GAC,GS5,GS5,GS5,80,65,,,,False
922,85,GAC,GS3,GS3,GS3,70,68,,,,False
1789,85,GAC,Aion V,ايون V,ئایۆن V,0,70,,,,False
916,85,GAC,GA3,GA3,GA3,0,65,,,,False
992,85,GAC,GA4,GA4,GA4,0,68,,,,False
920,85,GAC,GA5,GA5,GA5,0,65,,,,False
919,85,GAC,GA8,GA8,GA8,0,68,,,,False
1647,85,GAC,GN6,GN6,GN6,0,69,,,,False
1176,85,GAC,GN8,GN8,GN8,0,67,,,,False
1439,85,GAC,Gonow GA1030,جونو GA1030,گۆنۆو GA1030,0,60,,,,False
1243,85,GAC,Gonow GA200,جونو GA200,گۆنۆو GA200,0,55,66,,,False
1215,85,GAC,Gonow Way M1,جونو واي M1,گۆناو وای M1,0,62,,,,False
1177,85,GAC,GS3 EMZOOM,GS3 إمزوم,GS3 ئێمزووم,0,74,,,,False
897,85,GAC,GS4,GS4,GS4,0,67,,,,False
918,85,GAC,GS7,GS7,GS7,0,68,,,,False
1372,85,GAC,M8,M8,M8,0,67,,,,False
1710,158,OMODA,C5,C5,C5,0,72,,,,False
1726,158,OMODA,C7,C7,C7,0,80,,,,False
1727,159,JAECOO,J5,J5,J5,0,80,,,,False
1716,159,JAECOO,J7,J7,J7,0,76,,,,False
1717,159,JAECOO,J8,J8,J8,0,74,,,,False
1110,128,TANK,300,300,300,0,50,,,,False
1194,128,TANK,500,500,500,0,71,,,,False
1747,128,TANK,700,700,700,0,76,,,,False
333,26,Volkswagen,Jetta,جيتا,جێتا,100,29,,,,False
342,26,Volkswagen,Atlas,أطلس,ئەتلەس,98,68,,,,False
329,26,Volkswagen,Golf,جولف,گۆلف,96,24,,,,False
341,26,Volkswagen,Passat,باسات,پاسات,94,30,,,,False
337,26,Volkswagen,Tiguan,تيغوان,تیگوان,90,58,,,,False
1173,26,Volkswagen,Atlas Cross Sport,أطلس كروس سبورت,ئەتڵەس کرۆس سپۆرت,88,70,,,,False
318,26,Volkswagen,Arteon,أرتيون,ئارتیۆن,86,68,,,,False
1077,26,Volkswagen,Taos,تاوس,تاوس,84,68,,,,False
331,26,Volkswagen,Golf R,جولف R,گۆلف R,82,61,,,,False
328,26,Volkswagen,Beetle,بيتل,بیتڵ,50,1,,,,False
325,26,Volkswagen,Amarok,أماروك,ئەمارۆک,0,62,,,,False
1094,26,Volkswagen,Bora,بورا,بۆڕا,0,49,74,,,False
1086,26,Volkswagen,Caddy,كادي,کادی,0,30,,,,False
1359,26,Volkswagen,e-Tharu,إي ثارو,ئی-ثارو,0,70,,,,False
326,26,Volkswagen,Eos,ايوس,ئیۆس,0,57,,,,False
327,26,Volkswagen,Golf Plus,کولف بلس,گۆلف پلەس,0,54,64,,,False
1147,26,Volkswagen,ID.3,آي دي.3,ID.3,0,69,,,,False
1116,26,Volkswagen,ID.4,آي دي.4,ID.4,0,70,,,,False
1145,26,Volkswagen,ID.6,آي دي.6,ID.6,0,71,,,,False
1285,26,Volkswagen,Jetta VS7,جيتا VS7,جێتا VS7,0,,,,,False
343,26,Volkswagen,Multivan,ملتيفان,مەلتیڤان,0,53,,,,False
1049,26,Volkswagen,Multivan Alltrack,مولتيفان اولتراك,موڵتیڤان ئۆڵتراک,0,1,,,,False
344,26,Volkswagen,Passat CC,باسات CC,پاسات CC,0,59,,,,False
339,26,Volkswagen,Phaeton,فايتون,فایتۆن,0,54,,,,False
336,26,Volkswagen,Polo,بولو,پۆڵۆ,0,49,,,,False
1373,26,Volkswagen,Routan,روتان,ڕۆوتان,0,59,64,,,False
334,26,Volkswagen,Scirocco,شيروكو,شیرۆکۆ,0,59,,,,False
338,26,Volkswagen,Sharan,شاران,شاران,0,50,,,,False
1438,26,Volkswagen,T-Cross,تي-كروس,تی-کرۆس,0,76,,,,False
1108,26,Volkswagen,T-Roc,تي روك,تی ڕۆک,0,67,,,,False
1126,26,Volkswagen,Taigo,تايجو,تایگۆ,0,70,,,,False
317,26,Volkswagen,Touareg,طوارق,توارگ,0,54,,,,False
340,26,Volkswagen,Touran,توران,توران,0,53,,,,False
1340,26,Volkswagen,Transporter,ترانسبورتر,ترانسپۆرتەر,0,,,,,False
1518,26,Volkswagen,Vento,ڤينتو,ڤێنتۆ,0,42,49,,,False
1500,112,Soueast,S09,S09,S09,300,76,,,,False
1501,112,Soueast,S07,S07,S07,295,76,,,,False
1502,112,Soueast,S06,S06,S06,290,80,,,,False
1655,112,Soueast,S08,S08,S08,280,80,,,,False
1390,112,Soueast,DX5,DX5,DX5,0,69,74,,,False
1229,112,Soueast,DX8S,DX8S,DX8S,0,,,,,False
108,4,Mitsubishi,Outlander,اوتلاندر,ئاوتلاندەر,300,53,,,,False
1380,4,Mitsubishi,Outlander Sport,أوتلاندر سبورت,ئاوتلاندەر سپۆرت,298,61,,,,False
110,4,Mitsubishi,L200,L200,L200,296,28,,,,False
64,4,Mitsubishi,Eclipse Cross,إكليبس كروس,ئیکلیپس کرۆس,294,68,,,,False
87,4,Mitsubishi,Pajero,باجيرو,پاجیرۆ,292,31,,,,False
84,4,Mitsubishi,Pajero Sport,باجيرو سبورت,پاجیرۆ سپۆرت,290,59,,,,False
1023,4,Mitsubishi,Xpander,اكسباندر,ئێکسپاندەر,288,67,,,,False
1283,4,Mitsubishi,Xpander Cross,إكسباندر كروس,ئێکسپاندەر کرۆس,286,,,,,False
61,4,Mitsubishi,Mirage,ميراج,میراج,282,28,,,,False
63,4,Mitsubishi,ASX,ASX,ASX,280,61,,,,False
62,4,Mitsubishi,Attrage,اتراج,ئەتراج,277,64,,,,False
1088,4,Mitsubishi,Canter,كانتر,کانتەر,0,13,,,,False
1273,4,Mitsubishi,Chariot,شاريوت,چاریۆت,0,33,53,,,False
60,4,Mitsubishi,Eclipse,إكليبس,ئیکلیپس,0,59,,,,False
1364,4,Mitsubishi,Endeavor,إنديفور,ئیندیڤۆر,0,54,61,,,False
1626,4,Mitsubishi,Fuso Canter,فوسو كانتر,فوسۆ کانتەر,0,13,,,,False
111,4,Mitsubishi,Galant,جالنت,گلانت,0,32,,,,False
109,4,Mitsubishi,Grandis,جرانديس,گراندیس,0,55,,,,False
1405,4,Mitsubishi,L300,L300,L300,0,29,,,,False
105,4,Mitsubishi,Lancer,لانسر,لانسەر,0,23,,,,False
106,4,Mitsubishi,Lancer Evolution,لانسر إيفولوشن,لانسەر ئیڤۆلیوشن,0,54,,,,False
104,4,Mitsubishi,Lancer EX,لانسرEX,لانسەر EX,0,58,,,,False
107,4,Mitsubishi,Lancer Fortis,لانسر فورتس,لانسەر فۆرتیس,0,63,,,,False
59,4,Mitsubishi,Magna,ماجنا,ماگنا,0,47,,,,False
1388,4,Mitsubishi,Mirage G4,ميراج G4,میراژ G4,0,63,,,,False
1010,4,Mitsubishi,Montero,مونتيرو,مۆنتێرۆ,0,50,,,,False
112,4,Mitsubishi,Montero Sport,مونتيرو سبورت,مۆنتێرۆ سپۆرت,0,66,,,,False
86,4,Mitsubishi,Nativa,ناتيفا,ناتیڤا,0,50,,,,False
1398,4,Mitsubishi,Rosa,روزا,ڕۆزا,0,10,,,,False
1217,4,Mitsubishi,RVR,RVR,RVR,0,,,,,False
1544,4,Mitsubishi,Sapporo,سابورو,ساپۆرۆ,0,28,34,,,False
1570,4,Mitsubishi,Sigma,سيغما,سیگما,0,26,46,,,False
1581,84,Geely,Cityray,ستى راى,سیتی رەی,100,80,,,,False
1342,84,Geely,STARRAY,ستاراي,ستارەی,95,72,,,,False
1394,84,Geely,Monjaro,مونجارو,مۆنجارۆ,90,71,,,,False
1082,84,Geely,Coolray,كولراي,کوڵڕەی,80,68,,,,False
1157,84,Geely,Emgrand,امجراند,ئیمگراند,75,59,,,,False
1158,84,Geely,Okavango,أوكافانغو,ئۆکاڤانگۆ,70,74,,,,False
1180,84,Geely,GX3,GX3,GX3,65,67,,,,False
1182,84,Geely,GX3 Pro,برو GX3,پرۆ GX3,60,76,,,,False
1081,84,Geely,Azkarra,أزكارا,ئەزکارا,55,69,,,,False
1617,84,Geely,Binray,بينراي,بينراى,0,68,,,,False
1012,84,Geely,Boyue,بويو,بۆیو,0,66,,,,False
875,84,Geely,CK,CK,CK,0,59,66,,,False
896,84,Geely,Emgrand EC7,امجراند EC7,ئێم گراند EC7,0,63,65,,,False
871,84,Geely,Emgrand EC8,امجراند EC8,ئێم گراند EC8,0,60,65,,,False
923,84,Geely,Emgrand GS,إمجراند جي إس,ئێم گراند GS,0,68,71,,,False
872,84,Geely,Emgrand GT,امجراند جي تي,ئێم گراند GT,0,66,70,,,False
869,84,Geely,Emgrand X7,امجراند X7,ئێم گراند X7,0,63,,,,False
870,84,Geely,Emgrand X7 Sport,امجراند X7 سبورت,ئێم گراند X7 Sport,0,67,,,,False
1419,84,Geely,FC,FC,FC,0,56,61,,,False
1678,84,Geely,Galaxy L6,جالاکسي L6,گالاکسی L6,0,74,,,,False
1677,84,Geely,Galaxy Starship 7,جالاکسي ستارشب 7,گالاکسی ستارشیپ 7,0,76,,,,False
873,84,Geely,GC2,GC2,GC2,0,65,67,,,False
874,84,Geely,GC6,GC6,GC6,0,65,,,,False
894,84,Geely,GC7,GC7,GC7,0,65,69,,,False
1471,84,Geely,Geometry C,جيومتري سي,جیۆمەتری سی,0,69,76,,,False
876,84,Geely,GX2,GX2,GX2,0,58,,,,False
1226,84,Geely,LC,LC,LC,0,61,66,,,False
1198,84,Geely,MK,MK,MK,0,56,70,,,False
1517,84,Geely,MK Cross,MK كروس,MK کرۆس,0,61,66,,,False
1653,84,Geely,Preface,بریفیس,پریفەیس,0,70,,,,False
1007,84,Geely,SC7,SC7,SC7,0,60,65,,,False
1181,84,Geely,Tugella,توجيلا,توگێلا,0,69,,,,False
778,72,Jaguar,E-Pace,إي- بيس,E-Pace,0,68,,,,False
804,72,Jaguar,F-Pace,إف-بيس,F-Pace,0,64,,,,False
806,72,Jaguar,F-Type,إف-تايب,F-Type,0,64,,,,False
