brand_id,brand_name_en,model_id,model_name_en,trim_id,trim_name
26,Volkswagen,1173,Atlas Cross Sport,5930,SEL Premium R-Line
26,Volkswagen,1173,Atlas Cross Sport,5932,SEL R-Line
26,Volkswagen,328,Beetle,5003,S
26,Volkswagen,328,Beetle,5004,Standard
26,Volkswagen,328,Beetle,4997,Turbo S
26,Volkswagen,1094,Bora,,
26,Volkswagen,1086,Caddy,,
26,Volkswagen,326,Eos,,
26,Volkswagen,329,Golf,5009,GTI
26,Volkswagen,329,Golf,5707,GTI Clubsport
26,Volkswagen,329,Golf,5008,R-line
26,Volkswagen,329,Golf,5013,SE
26,Volkswagen,329,Golf,5012,SEL
26,Volkswagen,327,Golf Plus,,
26,Volkswagen,331,Golf R,,
26,Volkswagen,1147,ID.3,,
26,Volkswagen,1116,ID.4,5776,Crozz
26,Volkswagen,1116,ID.4,6606,Pro S
26,Volkswagen,1116,ID.4,5881,X
26,Volkswagen,1145,ID.6,6709,Crozz
26,Volkswagen,1145,ID.6,6024,Pro
26,Volkswagen,333,Jetta,5016,Comfortline
26,Volkswagen,333,Jetta,5017,GLI
26,Volkswagen,333,Jetta,6250,GLI Autobahn
26,Volkswagen,333,Jetta,5423,R-Line
26,Volkswagen,333,Jetta,5020,S
26,Volkswagen,333,Jetta,5019,SE
26,Volkswagen,333,Jetta,5018,SEL
26,Volkswagen,333,Jetta,5498,SEL Premium
26,Volkswagen,333,Jetta,5413,tsi
26,Volkswagen,1285,Jetta VS7,,
26,Volkswagen,343,Multivan,,
26,Volkswagen,1049,Multivan Alltrack,,
26,Volkswagen,341,Passat,5883,Limited Edition
26,Volkswagen,341,Passat,5044,R-line
26,Volkswagen,341,Passat,5043,S
26,Volkswagen,341,Passat,5042,SE
26,Volkswagen,341,Passat,5041,SEL
26,Volkswagen,344,Passat CC,5054,Luxury 
26,Volkswagen,344,Passat CC,5053,Sport
26,Volkswagen,339,Phaeton,,
26,Volkswagen,336,Polo,,
26,Volkswagen,1373,Routan,,
26,Volkswagen,334,Scirocco,,
26,Volkswagen,338,Sharan,,
26,Volkswagen,1438,T-Cross,,
26,Volkswagen,1108,T-Roc,,
26,Volkswagen,1126,Taigo,,
26,Volkswagen,1077,Taos,6088,S
26,Volkswagen,1077,Taos,5737,SE
26,Volkswagen,1077,Taos,5952,SEL
26,Volkswagen,337,Tiguan,5031,R-Line
26,Volkswagen,337,Tiguan,5034,S
26,Volkswagen,337,Tiguan,5033,SE
26,Volkswagen,337,Tiguan,6005,SE R-Line Black
26,Volkswagen,317,Touareg,,
26,Volkswagen,340,Touran,,
26,Volkswagen,1340,Transporter,,
26,Volkswagen,1518,Vento,,
26,Volkswagen,1359,e-Tharu,,
25,Volvo,1475,240,,
25,Volvo,1539,244 GLE,,
25,Volvo,1642,440,,
25,Volvo,1344,740,,
25,Volvo,1165,940,,
25,Volvo,1623,960,,
25,Volvo,292,C30,,
25,Volvo,304,C70,,
25,Volvo,298,S40,,
25,Volvo,297,S60,6330,R-Design
25,Volvo,297,S60,5561,T5 R
25,Volvo,299,S60 Polestar,,
25,Volvo,294,S80,,
25,Volvo,293,S90,,
25,Volvo,291,V40,,
25,Volvo,303,V50,,
25,Volvo,301,V60,,
25,Volvo,302,V60 Polestar,,
25,Volvo,306,V70,,
25,Volvo,296,V90,,
25,Volvo,307,XC40,,
25,Volvo,300,XC60,,
25,Volvo,305,XC70,,
25,Volvo,295,XC90,,
154,Voyah,1709,Courage,,
154,Voyah,1707,Dream,6784,Luxury 
154,Voyah,1706,Free,6782,4WD
154,Voyah,1786,Taishan,,
148,Wuling,1643,Binguo,,
119,XEV,1327,Yoyo Pro,,
157,XPeng,1699,P7,,
143,Xiaomi,1615,SU7,,
152,YANGWANG,1663,U8,,
97,ZX AUTO,1583,Admiral,,
97,ZX AUTO,1046,Grand Tiger,,
97,ZX AUTO,1122,Terralord,5791,Economy
116,Zimmer,1263,Golden Spirit,,
92,Zotye,1178,Domy X5,,
92,Zotye,971,Domy X7,,
92,Zotye,1535,Hunter,,
92,Zotye,312,SR9,,
92,Zotye,924,T300,,
92,Zotye,313,T600,,
92,Zotye,314,T600 Sport,,
92,Zotye,808,T700,,
92,Zotye,311,Z100,,
92,Zotye,1316,Z300,,
135,Zyle Daewoo Commercial Vehicle,1549,BS106,,
